uid:a58cce7af4ad6855fea778b3;name:靠山居艺墅7幢;address:北京市房山区靠山居艺墅7幢;lat:39.808992;lng:116.219868
uid:793b4f4466dd261db8bd639b;name:翠福园40号楼;address:北京市通州区永顺镇商通大道翠福园;lat:39.951894;lng:116.659349
uid:ea34a03376b124ecbd48426f;name:安顺北里23号楼;address:北京市通州区安顺二街;lat:39.950407;lng:116.659458
uid:0568a58aa7a4e875b04c4951;name:金地格林小区;address:北京市通州区安北一路附近;lat:39.957166;lng:116.661079
uid:29c0f453ddea93146ca3cc1f;name:翠福园10号楼;address:北京市通州区;lat:39.951744;lng:116.66106
uid:35d8a10d46066d7a5d0d0242;name:金地格林格林１２号楼;address:北京市通州区永顺镇榆东一街6号院;lat:39.955352;lng:116.660163
uid:9545b6b1badcde9ffda77809;name:翠福园16号楼;address:北京市通州区;lat:39.95064;lng:116.661764
uid:9f0f72dccfc6712ee81e9716;name:安顺北里5号楼;address:北京市通州区;lat:39.953127;lng:116.660179
uid:05d931bbae382173fa22135a;name:金地格林格林１号楼;address:北京市通州区永顺镇榆东一街6号院;lat:39.958422;lng:116.661919
uid:083a55fa38761279246e9864;name:翠福园北区;address:通顺路辅路西50米;lat:39.953788;lng:116.661771
uid:0d60c9024c3f7630f8dc85f1;name:翠福园甲17号楼;address:北京市通州区北马庄;lat:39.950319;lng:116.661913
uid:d3bdce69e46e8cf5e50738c5;name:翠福园18号楼;address:北京市通州区安顺二街;lat:39.950074;lng:116.661089
uid:25c771baeb0d7b80283a9f4a;name:翠福园13号楼;address:北马庄;lat:39.951032;lng:116.66165
uid:c8e2c6d8ba6e2120336212ac;name:李庄佳苑;address:永顺镇李庄佳苑;lat:39.950608;lng:116.689446
uid:93df0dc3f750a22b882fb564;name:疃里二区;address:疃里大街;lat:39.95896;lng:116.703442
uid:eb9daef0fb87e49194ec849f;name:疃里新村;address:通州区疃里桥西;lat:39.952928;lng:116.701875
uid:55fa2c0bc5b81d2d1ce99964;name:丛林庄小区四海公寓;address:疃里大街;lat:39.956658;lng:116.7033
uid:43b7e8899139456a58f6be64;name:疃里庄园;address:永顺镇京东驾校附近;lat:39.951503;lng:116.702349
uid:6108481d1cd2349e8415419f;name:世佳别墅;address:北京市通州区兴旺北路与潞苑二街交叉口东行800米路北;lat:39.95155;lng:116.706433
uid:f5e3bcae5a7862c05e17c363;name:北美佳苑;address:通州区宋庄镇疃里;lat:39.951339;lng:116.706433
uid:d0e4dfcd7e246c81ca1b95c2;name:丛林庄小区四海公寓31号楼;address:北京市通州区潞苑北大街;lat:39.956345;lng:116.702801
uid:73880fb33686a123e81e973e;name:丛林庄小区四海公寓7号楼;address:北京市通州区潞苑北大街;lat:39.955942;lng:116.704764
uid:fc0eeb48627a1fb0deee8b1e;name:丛林庄小区四海公寓10号楼;address:北京市通州区;lat:39.955234;lng:116.704805
uid:8212e5eaa9e6ac10ed74f877;name:疃里庄园25号楼;address:北京市通州区疃里庄园25号楼1单元201;lat:39.95233;lng:116.701073
uid:95231e271710aa0eb9bd6348;name:ART18号;address:宋庄画家村小堡艺术大道18号罗丹国际美术馆附近;lat:39.958274;lng:116.726868
uid:0ad37a2b8653e7802dfaa7ec;name:泰丰龙门物业管理公司;address:北京市通州区宋庄路小堡文化广场吴山艺术馆;lat:39.954271;lng:116.729562
uid:0f94aa21e2116362c7f0257c;name:古韵书画院·中国房地产总工之家艺术中心;address:小堡北街;lat:39.955956;lng:116.727807
uid:6e67a08f495e8a88f82213d3;name:粮仓艺术区;address:北京市通州区;lat:39.951975;lng:116.738006
uid:18c5c8040613fbe41b94c672;name:京东伊甸园;address:夏店102国道边;lat:39.951553;lng:116.750441
uid:b7fe62f96f4769e880a00c13;name:东贸国际;address:行宫西大街556号;lat:39.951722;lng:116.797056
uid:7d87e23ed4317c7846e274c5;name:潮白人家;address:廊坊市三河市行宫西大街339号;lat:39.955497;lng:116.798097
uid:01293475778af6214d554716;name:潮白星光公馆;address:河北省廊坊市三河市樊村;lat:39.958275;lng:116.798231
uid:c780422c70e9b647a21de912;name:欧逸水岸;address:燕顺路附近;lat:39.951679;lng:116.792866
uid:f49b7589916bd8ef6f476031;name:湾仔城;address:河北省廊坊市燕郊102国道进入燕郊入口处与燕顺路交叉口东北角;lat:39.952693;lng:116.794002
uid:d027287d851ba348deee8bbc;name:圣得西区;address:廊坊市三河市燕顺路45号;lat:39.955068;lng:116.793017
uid:8518cabab69e609c40024502;name:法国风情园;address:行宫西大街38号;lat:39.952739;lng:116.79159
uid:f74d823f3acc250243ab9aee;name:夏威夷南岸欧湖公寓;address:河北省廊坊市三河市燕顺路;lat:39.958629;lng:116.791796
uid:f87440cad5e275a749fd3f63;name:潮白人家南区2号楼;address:潮白人家南区2栋;lat:39.954089;lng:116.796018
uid:24e37138031988018bb988e1;name:潮白人家南区26号楼;address:潮白人家南区26栋;lat:39.956625;lng:116.797566
uid:778c3d40d1ce9db20e3dda8a;name:燕灵小区;address:燕灵路370;lat:39.951719;lng:116.805635
uid:29b86e78504e5a22c9fa5fe8;name:东方御景;address:燕郊开发区行宫西大街378;lat:39.951783;lng:116.802925
uid:325993998b46b5cb9ff779e7;name:育博苑;address:廊坊市三河市学院街172号;lat:39.957273;lng:116.807998
uid:6b3349cad2bdcbf6acee7ade;name:圣得花园;address:行宫西大街235号;lat:39.955444;lng:116.802068
uid:c4522b3d8457583c9122e0d3;name:交通运输部管理干部学院学生生活区;address:河北省廊坊市三河市燕郊经济技术开发区行宫西大街26号;lat:39.954491;lng:116.806088
uid:79093ecc2572d544a2a93431;name:北京国际商务学院生活区;address:燕灵路交通运输部管理干部学院学生生活区附近;lat:39.954494;lng:116.80618
uid:e5957c782f6ee0fab6147f58;name:新圣得花园东区别墅;address:燕郊行宫西大街与燕顺路交汇处;lat:39.955423;lng:116.801789
uid:c97fdd6c86cb8e819e95de6f;name:东方御景23号楼;address:东方御景23号楼;lat:39.952843;lng:116.801716
uid:32036d4e8115716b43afe63d;name:交通运输部管理干部学院家属楼4号楼;address:三河市交通运输部管理干部学院家属楼4号楼;lat:39.954851;lng:116.80814
uid:e65afb005b221dbdb05c6a0d;name:交通运输部管理干部学院家属楼5号楼;address:三河市交通运输部管理干部学院家属楼5号楼;lat:39.955161;lng:116.808215
uid:ac1b3b435676a69ae115f9f5;name:行宫花园;address:廊坊市三河市京榆大街525号;lat:39.950804;lng:116.819196
uid:91292ca5bbb02368fa0cade3;name:百花家园;address:廊坊市三河市公园路2号;lat:39.956589;lng:116.816705
uid:da1b3c6f247fbd714d2fdf94;name:银燕小区;address:燕郊经济技术开发区迎宾路口,鼎;lat:39.951665;lng:116.817214
uid:257d64ac105ad3a48e7727f6;name:中海油燕郊基地;address:学院大街附近;lat:39.958521;lng:116.814594
uid:e774c0966a61bd99a4c75686;name:怡景苑;address:廊坊市三河市燕郊步行街北口;lat:39.959535;lng:116.815988
uid:6dadfbb58ad94d94d12dd65f;name:怡园别墅;address:行宫西大街20号;lat:39.953072;lng:116.816824
uid:678fbbebe61cb1b751e5c56e;name:文化大厦底商;address:燕郊开发区迎宾路9号;lat:39.959502;lng:116.819979
uid:4cf8d24e4f6e309a9cf7791a;name:东杉国际;address:燕郊开发区迎宾路和学院路交叉口;lat:39.95951;lng:116.819942
uid:75f61476627e86df01294fc5;name:百花家园15号楼;address:三河市百花家园15号楼;lat:39.956289;lng:116.817075
uid:2f1270899962a136734b8708;name:文化大厦;address:河北省廊坊市三河市燕郊开发区迎宾路9号;lat:39.959431;lng:116.820428
uid:8c41146f41246dfabd48427f;name:燕宁小区;address:行宫东大街29;lat:39.956892;lng:116.826604
uid:c5ddcc0879e202b8d8131859;name:燕郊阳光小区;address:行宫东大街140;lat:39.95426;lng:116.828188
uid:e9fdb56345d9b5802b02e1a8;name:北欧橄榄谷;address:廊坊市学院大街755号;lat:39.958494;lng:116.821755
uid:fa059682eebd09d95e17c3a1;name:中核二四生活区;address:燕郊经济技术开发区燕郊经济开发区学院大街500号;lat:39.958181;lng:116.828096
uid:e35c7aa00f9d0389e215f946;name:二四公司小区;address:廊坊市东燕郊开发区行宫东大街北侧;lat:39.958997;lng:116.828071
uid:7c379daa85eb886e130daa90;name:学院南里小区;address:河北省廊坊市燕郊北欧小镇南门对面学院东街附近;lat:39.957447;lng:116.822579
uid:dd4eb5aef8509fd8932ca386;name:燕安花园;address:燕郊经济技术开发区学院大街799号;lat:39.959842;lng:116.824723
uid:192d4281ce57d8da4e776ee8;name:二三东苑;address:学院东大街18;lat:39.956683;lng:116.829105
uid:3d2d73350345e00533169b6f;name:机关院;address:廊坊市三河市学院街410号;lat:39.958387;lng:116.82514
uid:6c99443f9924e5bb03ff2ddd;name:福泽御园北区;address:行宫东大街145号;lat:39.956901;lng:116.836115
uid:4a7a556dfcfcac1004026f8e;name:黄金花园;address:汉王路黄金soho附近;lat:39.951716;lng:116.837261
uid:7a018d4cf787923e901fc915;name:鼎盛家园;address:廊坊市三河市行宫东大街354号;lat:39.954726;lng:116.838539
uid:18cf5476da43a87197ec844c;name:祥馨日昇小区;address:廊坊市三河市行宫东大街79号;lat:39.957134;lng:116.831364
uid:476947b759b5bf07f50e77c0;name:东方一品城;address:廊坊市三河市汉王路8号;lat:39.950978;lng:116.83254
uid:860a92ea8f07f04f081cc75d;name:@北京;address:廊坊市三河市行宫东大街190号;lat:39.953547;lng:116.831873
uid:e6bc6ea3f1ea6f67873304d6;name:雷捷小区;address:汉王路89;lat:39.952361;lng:116.834284
uid:4e41c3b9cda0b0e8b11e3683;name:王各庄住宅小区;address:学院东大街16号;lat:39.958754;lng:116.838774
uid:8eea7cb99b181f1ec2f1cf3c;name:燕园公寓;address:廊坊市三河市学院大街626号;lat:39.958989;lng:116.834881
uid:95511837555600a1128824d3;name:上上城福泽御园;address:廊坊市三河市行宫东大街223号;lat:39.955542;lng:116.835695
uid:33582f2195a60ef4fb22135e;name:福成二期;address:廊坊市东燕郊开发区福成公寓;lat:39.95681;lng:116.842462
uid:bc092cc5983381caf8221315;name:华泰忆江南花园小区;address:廊坊市三河市燕高路3号;lat:39.958659;lng:116.848568
uid:217f62528365f7df31870a9e;name:新锐时代;address:河北省廊坊市三河市京榆大街1536;lat:39.950971;lng:116.849335
uid:b0c383f6c2c01362b13c8192;name:福成公寓;address:廊坊市三河市行宫东大街313号;lat:39.956313;lng:116.841941
uid:061324fa4f263e4feb56fa18;name:电厂小区;address:廊坊市三河市行宫东大街459号;lat:39.957326;lng:116.849493
uid:15cb2d5c9feb426d72455b10;name:福成公寓南区;address:燕郊经济技术开发区行宫东大街;lat:39.954582;lng:116.843379
uid:5e0e786a9e0def1bc8213da6;name:福成公寓北区;address:河北省廊坊市三河市燕昌路与行宫东大街交叉口;lat:39.957224;lng:116.842751
uid:ba2da132f61e2c01ab175a93;name:福成公寓A区;address:行宫东大街450号;lat:39.954358;lng:116.844401
uid:c259c95a16fc54df08f5eb61;name:公园新区;address:东燕郊开发区燕顺路西潮白河畔;lat:39.954617;lng:116.848806
uid:cd860f4db3d0bd79ee74f834;name:璞华苑;address:燕郊经济技术开发区北京东燕郊开发区京榆大街1370号福成国际大酒店对面;lat:39.951036;lng:116.843006
uid:a4cec991300544dcb320a8f3;name:上上城青年社区2期;address:河北省廊坊市三河市燕高路131号;lat:39.954255;lng:116.852218
uid:7c78087b0f1e05c88bf15d4d;name:维客大厦;address:京榆大街1580;lat:39.951607;lng:116.850801
uid:e1adaad1a30cf012f62310f3;name:中隧东院;address:廊坊市三河市京榆大街997号;lat:39.952694;lng:116.850396
uid:094f6bd40f0fa57e4d55475f;name:福成集团员工公寓;address:京哈公路附近;lat:39.952651;lng:116.853063
uid:c781c63f76a470f0a2a93402;name:蜀源房产;address:廊坊市三河市;lat:39.952429;lng:116.851231
uid:26cf257f3a7998d8e8e58213;name:鑫岭家园;address:燕郊经济技术开发区燕郊开发区建材城;lat:39.958278;lng:116.866601
uid:37facbfcbba083fec5effb89;name:新坐标;address:燕郊开发区新坐标公寓;lat:39.954359;lng:116.86834
uid:f5d8a5840545a29b90114c93;name:安廷房产;address:河北省廊坊市三河市燕郊经济技术开发区兴业路新坐标;lat:39.954173;lng:116.868331
uid:19d7570af8a4c4f774e5b6cb;name:鑫岭家园3栋;address:河北省廊坊市三河市西辛营京哈公路鑫岭家园旁;lat:39.957727;lng:116.867332
uid:ff90d6e768fd2cab4251c0fd;name:天子庄园;address:102国道33号;lat:39.959616;lng:116.879351
uid:44a61523f0c6689116c9054e;name:雷捷时代公寓;address:河北省廊坊市三河市燕郊镇东环路和京哈路交叉口;lat:39.952969;lng:116.876555
uid:fb66ce35f33c6a7fc7f02542;name:税苑小区;address:燕郊102国道北侧,天子庄园西侧,税务局后面;lat:39.957249;lng:116.876714
uid:30d274d556ef20c3bca82294;name:雷捷商业广场;address:燕郊电厂桥东侧500米，102国道路南;lat:39.95372;lng:116.876023
uid:f8d3b5a55bace5e181288a71;name:税苑小区综合楼;address:燕郊经济技术开发区燕郊开发区;lat:39.955411;lng:116.876863
uid:0e58eef9f188a82cad31e5df;name:雷捷时代广场;address:廊坊市三河市102国道27号;lat:39.95358;lng:116.877186
uid:b86297d6339ed293283a9fc6;name:税苑小区3栋;address:河北省廊坊市三河市京哈公路税苑小区旁天子庄园西北;lat:39.956299;lng:116.877201
uid:2153566ff79f59f017b54bbe;name:税苑小区7栋;address:河北省廊坊市三河市西辛营京哈公路税苑小区;lat:39.957157;lng:116.876175
uid:ef7cd251eabbd9f9fbdc85e8;name:税苑小区5栋;address:廊坊市三河市;lat:39.957013;lng:116.877089
uid:97ae4cdbc001bc27cb1b954d;name:华城公寓;address:河北省廊坊市三河市一零二国道144;lat:39.956136;lng:116.892861
uid:ababc5fa84f3c92e8c1a8928;name:耀华西苑;address:穆斯林大街671号;lat:39.956718;lng:116.905141
uid:0df845e5f80cbe9788db7399;name:吉祥公寓;address:河北省廊坊市三河市穆斯林大街781;lat:39.956348;lng:116.901176
uid:15ac853032fc82be8605bf26;name:大厂天骄园;address:河北省廊坊市大厂回族自治县穆斯林大街661;lat:39.958602;lng:116.908934
uid:69ee016e1174696979dbd257;name:金鼎御园小区;address:京哈公路附近;lat:39.958539;lng:116.915859
uid:f0c84a97f22d92aa2d473335;name:安馨丽景;address:夏店镇102国道南侧;lat:39.95838;lng:116.914282
uid:4098a532ddf8ddcc29b97cd3;name:北京青果;address:京东102国道北,国际渔具城东300米;lat:39.95896;lng:116.912864
uid:6cdd4bf094a6fd98441a323e;name:新弘国际阳光城;address:国贸东38公里,102国道福喜路路口南侧800米至大福北路向东500米;lat:39.953432;lng:116.921141
uid:63e9c17e44e8240aabf7299a;name:京东晓镇;address:长安街东35公里102国道南800米夏垫步行街;lat:39.951222;lng:116.924073
uid:181653345752c407fb2d612c;name:北辛庄;address:北京市海淀区;lat:39.96601;lng:116.216484
uid:925c550f80510fab5a3ac810;name:香山艺墅;address:海淀区香山南路88号;lat:39.969761;lng:116.215406
uid:f7e9a07c3cf4576241d63e91;name:双新园;address:北京市海淀区香山南路87号;lat:39.967201;lng:116.216642
uid:203371af26a13fccb6147ffe;name:香山南路87号;address:香山南路西150米;lat:39.968271;lng:116.212029
uid:ae0ef3e85460a2b81fe999fa;name:双新园北区1号楼;address:北京市海淀区;lat:39.967772;lng:116.216653
uid:9bd86905ad1a6a5ed23ce320;name:双新园北区5号楼;address:北京市海淀区双新小区5号楼;lat:39.966577;lng:116.216671
uid:99ce67df158da55eb75f1e7d;name:双新园2期;address:海淀香山南路87号;lat:39.964857;lng:116.219149
uid:ef0bcb13553b70e8f119370d;name:香山艺墅36号楼;address:北京市海淀区香山艺墅36号楼;lat:39.968385;lng:116.21458
uid:3f9665db3d1c209193114c6a;name:双新园北区3号楼;address:北京市海淀区双新小区3号楼;lat:39.967169;lng:116.216671
uid:0ad0ef0a7121ed255910939b;name:双新园25号楼;address:北京市海淀区双新园25号楼;lat:39.964617;lng:116.219031
uid:cde9e2c738d440b4e91e97b1;name:西山赢府国际商务中心;address:四季青杏石口路99号;lat:39.962292;lng:116.227887
uid:2c7685a1e63be030e6073873;name:西山赢府国际商务中心E座;address:北京市四季青杏石口路99号;lat:39.962501;lng:116.229853
uid:38a912a3e3d4caf2871541e9;name:北京市海淀区杏石口路99号b座;address:北京市海淀区杏石口路99号西山赢府国际商务中心;lat:39.962295;lng:116.227181
uid:30ecc07354db537880a00cf0;name:双新园23号楼;address:北京市海淀区双新园23号楼;lat:39.964924;lng:116.220216
uid:43d75df411c167aeb6f42fb0;name:四季青双拥路甲1号院;address:北京市海淀区双拥路甲1号;lat:39.964658;lng:116.220849
uid:fc4fb381bbccd86c5fbe8605;name:双新园27号楼;address:北京市海淀区双新园27号楼;lat:39.964592;lng:116.22018
uid:afbcc7d2bbbdc20b4afc8de3;name:北京市海淀区香山南路92号二号楼;address:香山南路九十二号院2号楼;lat:39.96423;lng:116.22004
uid:76852b9b4822ff6fb54f544c;name:北京中朗物业管理有限公司;address:北京市海淀区杏石口路99号;lat:39.962303;lng:116.229824
uid:850815e1e11be09b43e1925c;name:北京象地房地产开发有限公司;address:杏石口路99北门;lat:39.963185;lng:116.229736
uid:ea948500d802d57d1e1d1165;name:湘乡爱心苑;address:北三环东路36号;lat:39.963813;lng:116.220224
uid:8f95da67235b525fc7f02564;name:火星时代大厦;address:北京市海淀区杏石口路81号;lat:39.961548;lng:116.239119
uid:e238b3b3269fbc967dc87694;name:西山新村;address:北京市海淀区西山新村1期西区;lat:39.963042;lng:116.238311
uid:e9bb211478062465d8131815;name:山林轩9号;address:杏石口路79号;lat:39.962724;lng:116.239201
uid:6330dbafe8e795ae008972b9;name:西山新村B区10号楼;address:北京市海淀区旱河路;lat:39.963709;lng:116.239008
uid:be56812bffe7537782288a21;name:西山新村B区19号楼;address:北京市海淀区旱河路;lat:39.964024;lng:116.239087
uid:6182fcccb0d19e5f8c1a8969;name:西山新村B区20号楼;address:西山美墅馆北一门附近;lat:39.964198;lng:116.239099
uid:e8867400a91f8a9043afe60a;name:西山新村B区18号楼;address:北京市海淀区旱河路;lat:39.963981;lng:116.23932
uid:f8eb64fd601526e7bfa822c1;name:西山新村B区55号楼;address:北京市海淀区西山新村B区55号楼;lat:39.965026;lng:116.239674
uid:53d00c60f030522e84154173;name:西山新村B区5号楼;address:北京市海淀区旱河路;lat:39.96357;lng:116.239779
uid:9a3e7406a6f7275d15c9054f;name:西山新村K区7号楼;address:北京市海淀区四季青镇杏石口路西山美墅馆西区;lat:39.961408;lng:116.236626
uid:0523a141749b4a1db33c81b1;name:西山美墅馆;address:北京市海淀区四季青桥南旱河路301号院;lat:39.965327;lng:116.246251
uid:e30828487b2d57c2b34c49e0;name:西山美墅馆东区;address:北京市海淀区四季青镇旱河路127号附近;lat:39.964784;lng:116.245299
uid:7e055a02a8352597734b874f;name:我的宿舍;address:北京市海淀区杏石口路75号院;lat:39.9615;lng:116.240106
uid:7fa2d0c641fd047a43ab9ad8;name:美树园;address:北京市海淀区西山美墅馆e区;lat:39.964273;lng:116.248116
uid:cddc5b606a4aa42e1b11d581;name:溪山嘉园东府里37号楼;address:北京市海淀区溪山嘉园东府里37号楼;lat:39.961846;lng:116.248517
uid:bc1a6be46072299377026917;name:溪山嘉园东府里40号楼;address:北京市海淀区溪山嘉园东府里40号楼;lat:39.961496;lng:116.247597
uid:1e1676e50b61c27caeb22a01;name:溪山嘉园东府里34号楼;address:北京市海淀区溪山嘉园东府里34号楼;lat:39.961792;lng:116.246766
uid:4acd046dedba6affd22dd602;name:西山商业大厦C座;address:旱河路305号附近;lat:39.961376;lng:116.24221
uid:5f1030bd801fba00725e80ee;name:溪山嘉园东府里41号楼;address:北京市海淀区溪山嘉园东府里41号楼;lat:39.961462;lng:116.246937
uid:77292ba2f692fff448cc4af2;name:西山新村B区24号楼;address:西平庄;lat:39.96435;lng:116.240584
uid:59d3f7faee535875095cb3ed;name:京泉馨苑小区;address:北京市海淀区四季青玉虹南街京泉馨苑旁天香颐附近;lat:39.969645;lng:116.252089
uid:4b232d1dc486a975ebe582b7;name:海香园;address:北京市海淀区玉虹南街与闽庄南路交汇处;lat:39.968665;lng:116.253606
uid:a74d3966ba3e86d8b817e716;name:天香颐南里;address:北京市海淀区闵庄南路2号;lat:39.968375;lng:116.255604
uid:5e8de4a60ececbe2a2046496;name:四季香山15号楼;address:北京市海淀区四季香山15号楼;lat:39.966372;lng:116.253731
uid:320e7f1719e32074a7c756c8;name:天香颐中里6号楼;address:北京市海淀区天香颐中里6号楼;lat:39.969157;lng:116.255616
uid:a2ad00369be51bb175e5b603;name:四季香山6号楼;address:北京市海淀区四季香山6号楼;lat:39.967588;lng:116.253894
uid:bc36921188f8f96732870aec;name:临枫嘉园北里18号楼;address:临枫嘉园北里18号楼;lat:39.965398;lng:116.253484
uid:d11f82c948809e642fb96d34;name:四季香山4号楼;address:北京市海淀区四季香山4号楼;lat:39.967578;lng:116.252261
uid:3822e006555226b93010af82;name:四季香山1号楼;address:北京市海淀区四季青闵庄南路四季香山别墅天香颐南;lat:39.967913;lng:116.253825
uid:88b805fbd1bc789096f08cb9;name:四季香山3号楼;address:北京市海淀区闵庄南路四季香山别墅四季香山12号楼;lat:39.967851;lng:116.251837
uid:d14a54020195d64462685862;name:兴业新村回迁楼二期;address:燕桥金路南200米;lat:39.960481;lng:116.262961
uid:08f1f1f5a2f139ca89db73ac;name:常青园一区;address:北京市海淀区四季青桥常青园路;lat:39.962059;lng:116.277856
uid:cac5fc7613100ef32db96dac;name:常青园北里小区;address:昆明湖南路11号;lat:39.969201;lng:116.277949
uid:0523a14174824a1db33c81ae;name:鑫泰大厦;address:西四环北路9号;lat:39.965687;lng:116.279829
uid:6db6803eacb556cc8afc067e;name:宝蓝·金园国际中心;address:北京市海淀区东冉北街9号;lat:39.964145;lng:116.274593
uid:dad8cec886c25020b45f1efd;name:权品机构大厦;address:北京市海淀区昆明湖南路9号;lat:39.969701;lng:116.279281
uid:52dbdb501b512174734b87e8;name:永泰郦城果岭;address:北京市海淀区四季青路7号;lat:39.960644;lng:116.277123
uid:3f9337d6817219b3f62310ac;name:东冉家园;address:北京市海淀区昆明湖南路11号;lat:39.966586;lng:116.279238
uid:cb4b060efc95a4114afc8d4b;name:常青园一区1号楼;address:北京市海淀区常青园一区1号楼;lat:39.962426;lng:116.27956
uid:31135255511e9e42c7effb4c;name:常青园北里3号楼;address:北京市海淀区常青园北里3号楼;lat:39.969628;lng:116.277832
uid:7a623eb73ab7e24d1d1d11ad;name:常青园一区6号楼;address:北京市海淀区常青园一区6号楼;lat:39.962594;lng:116.277334
uid:34f68ab038f0530a8e55ecac;name:蓝靛厂春荫园;address:北京市海淀区春荫园11号;lat:39.96932;lng:116.288498
uid:6e2714a439060f0259bbbc58;name:晨月园小区;address:蓝靛厂中路西侧西顶路南侧蓝靛厂西路东侧;lat:39.964691;lng:116.288835
uid:21c4de4e88a5f9269c09f79d;name:蓝靛厂时雨园;address:北京市海淀区蓝靛厂时雨园3号楼11;lat:39.966344;lng:116.288591
uid:18165334021f1179fb2d61e3;name:依斯特大厦;address:西四环北路15号;lat:39.962405;lng:116.280677
uid:4edf9fbf60058397cc06a4eb;name:烟树园小区;address:北京市海淀区蓝靛厂西路15号;lat:39.968683;lng:116.285261
uid:bd5046e8b6e91241d62ce2ac;name:金夕园;address:蓝靛厂金夕园1;lat:39.967138;lng:116.285043
uid:14f3b046311d08ff8bfc06e2;name:远大路22号院;address:远大路22号院;lat:39.962084;lng:116.289433
uid:f06495067de5186cabf7293a;name:绮美大厦;address:海淀区远大西路29号;lat:39.966198;lng:116.286267
uid:d1469ee7b34e4a62853304ae;name:吉友大厦;address:北京市海淀区厂西门路2号;lat:39.966196;lng:116.285599
uid:ac3e56ba1eaf6bf0e507385d;name:远大园一区;address:板井路77号;lat:39.961649;lng:116.286374
uid:ba2a45e3e70608c0e21103f1;name:金源时代商务中心;address:北京市海淀区蓝靛厂东路2号;lat:39.967445;lng:116.295062
uid:306d7c533bf25f034f6d46ef;name:鲁园上河村;address:远大路东口;lat:39.96224;lng:116.297049
uid:dfc496b6979ee0af8836eeac;name:蓝靛厂垂虹园;address:北京市海淀区四老营房路和蓝靛厂中路交叉口;lat:39.967311;lng:116.292389
uid:6067fab8b6740ee740ab9a9d;name:宝蓝世纪大厦;address:远大路20号;lat:39.963166;lng:116.293333
uid:e93761f6bb9d9572223bf270;name:蓝靛厂翠叠园;address:北京市海淀区蓝靛厂翠叠园10号楼;lat:39.969407;lng:116.291623
uid:b679d1a1c0d11410d92f28cf;name:金源时代商务中心B区写字楼;address:北京市海淀区远大路1号金源时代购物中心;lat:39.966488;lng:116.295654
uid:bf29b702aacd9e9908b93aaf;name:远大园三区;address:海淀区远大路与远大东路西南角;lat:39.962236;lng:116.29287
uid:1d85a19a5dbee9dd3a04b106;name:蓝靛厂晴波园;address:北京市海淀区蓝靛厂中路西侧西顶路南侧蓝靛厂;lat:39.969207;lng:116.294521
uid:005861083d2617a547e274a9;name:金源时代商务中心A座;address:蓝靛厂东路2号院2;lat:39.967462;lng:116.294514
uid:98b767cca2748226ae080f45;name:世纪城晴波园;address:北京市海淀区蓝靛厂中路西侧西顶路南侧蓝靛厂;lat:39.969368;lng:116.29523
uid:c21db9e5e80ca19a00ff2d04;name:北京大学万柳公寓;address:北京市海淀区万柳中路29号;lat:39.967319;lng:116.303869
uid:75e0806f54fba7556e20b91a;name:万柳亿城中心;address:北京市海淀区长春桥路11号;lat:39.96666;lng:116.308365
uid:96ac30d076e6f1662dfaa77a;name:光大花园;address:北京市海淀区泉宗路2号;lat:39.969501;lng:116.307108
uid:1a20e3efde9059d31811d548;name:锋尚国际公寓;address:万柳中路19号;lat:39.967817;lng:116.306371
uid:5b25f44649b06ff310293510;name:康桥水郡;address:北京市海淀区泉宗路10号;lat:39.968486;lng:116.302304
uid:56e88cba06858c65a5c756af;name:万柳怡水园;address:万柳东路31号;lat:39.968159;lng:116.308333
uid:dfc496b6979ce0af8836eeae;name:万柳亿城中心A座;address:北京市海淀区长春桥路11号;lat:39.966632;lng:116.309135
uid:8ab0dfc47080b716d9ecedae;name:万柳亿城中心C1座;address:北京市海淀区长春桥路11号;lat:39.966353;lng:116.307897
uid:405d8472ac8834f342d63e21;name:新起点嘉园12号楼;address:北京市海淀区新起点嘉园12号楼;lat:39.966638;lng:116.309866
uid:3efa6ffbae1488d6f21937d4;name:万柳亿城中心C2座;address:北京市海淀区长春桥路11号;lat:39.966644;lng:116.30822
uid:eaaf3f428e5804644d2fdfcc;name:新起点嘉园;address:北京市海淀区长春桥路5号;lat:39.967745;lng:116.31058
uid:87248d96fd1e4ecd2806ce59;name:中元国际工程大厦;address:北京市海淀区西三环北路辅路5号;lat:39.963981;lng:116.31437
uid:bb22157d0fe116d8f8221345;name:西海国际中心1号楼;address:北三环西路99号院1;lat:39.96966;lng:116.315744
uid:bb1d38e4eb03cd4d0d0a70ac;name:厂洼小区;address:海淀海淀皇苑西街10号;lat:39.964323;lng:116.311232
uid:95599bad339039572ce67bda;name:金洲大厦;address:苏州街79号;lat:39.969156;lng:116.313393
uid:08f1f1f5a2f239ca89db73a9;name:海通时代商务中心;address:北京市海淀区西三环北路11号;lat:39.963076;lng:116.314005
uid:7c5e480b85e690b4acb22aae;name:理工国际教育交流大厦;address:北京市海淀区北三环西路甲661号;lat:39.968559;lng:116.317352
uid:d24e48eb716da4b4aeee7aaf;name:小南庄怡秀园;address:海淀人大西门小南庄;lat:39.969345;lng:116.310198
uid:1bf91f3dc65ca7c77dc8762f;name:西三环北路1号院办公楼;address:北京市海淀区西三环北路1号院办公楼;lat:39.966621;lng:116.313828
